Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,50.900001525878906,50.900001525878906,48.72999954223633,50.59000015258789,49.02159118652344,978400
2010-01-05,50.54999923706055,52.040000915527344,49.900001525878906,51.880001068115234,50.27159881591797,516800
2010-01-06,51.880001068115234,52.400001525878906,51.02000045776367,51.27000045776367,49.680511474609375,402100
2010-01-07,51.11000061035156,51.619998931884766,49.279998779296875,50.2599983215332,48.70182800292969,479800
2010-01-08,50.0,51.0,49.9900016784668,50.5099983215332,48.94407653808594,345500
2010-01-11,50.0,50.0,44.869998931884766,45.650001525878906,44.234745025634766,3392900
2010-01-12,43.9900016784668,46.70000076293945,43.04999923706055,45.0,43.60490036010742,1759900
2010-01-13,45.0,45.70000076293945,44.25,45.22999954223633,43.8277587890625,852600
2010-01-14,44.9900016784668,44.9900016784668,43.11000061035156,43.220001220703125,41.88008499145508,1222000
2010-01-15,43.16999816894531,43.16999816894531,41.5099983215332,42.150001525878906,40.843257904052734,1724700
2010-01-19,42.060001373291016,43.689998626708984,42.060001373291016,43.40999984741211,42.06418991088867,881700
2010-01-20,43.290000915527344,43.290000915527344,41.54999923706055,42.040000915527344,40.73666763305664,702200
2010-01-21,42.310001373291016,43.470001220703125,41.02000045776367,41.369998931884766,40.08742904663086,892100
2010-01-22,41.29999923706055,41.84000015258789,39.900001525878906,40.86000061035156,39.59325408935547,774800
2010-01-25,41.20000076293945,41.709999084472656,39.060001373291016,39.68000030517578,38.4498291015625,691900
2010-01-26,39.41999816894531,39.880001068115234,38.380001068115234,38.70000076293945,37.500213623046875,819400
2010-01-27,38.560001373291016,39.790000915527344,38.2400016784668,39.630001068115234,38.4013786315918,710100
2010-01-28,39.880001068115234,40.290000915527344,37.72999954223633,38.349998474121094,37.16106414794922,679200
2010-01-29,38.689998626708984,39.5,37.59000015258789,38.029998779296875,36.85097122192383,658400
2010-02-01,38.5099983215332,38.939998626708984,37.86000061035156,38.4900016784668,37.29672622680664,692700
2010-02-02,38.630001068115234,39.459999084472656,37.810001373291016,39.349998474121094,38.130062103271484,661300
2010-02-03,39.209999084472656,40.709999084472656,38.79999923706055,40.65999984741211,39.399436950683594,1273800
2010-02-04,40.27000045776367,40.27000045776367,36.439998626708984,36.439998626708984,35.310279846191406,1618600
2010-02-05,36.68000030517578,37.470001220703125,35.5,36.41999816894531,35.29090118408203,1089000
2010-02-08,36.5,37.61000061035156,36.09000015258789,36.369998931884766,35.24245834350586,548100
2010-02-09,36.84000015258789,37.56999969482422,36.119998931884766,36.91999816894531,35.77539825439453,601800
2010-02-10,36.810001373291016,37.25,36.029998779296875,36.38999938964844,35.26183319091797,366900
2010-02-11,36.439998626708984,38.130001068115234,36.27000045776367,38.040000915527344,36.86067199707031,643100
2010-02-12,37.58000183105469,38.68000030517578,37.20000076293945,38.68000030517578,37.4808349609375,538600
2010-02-16,39.11000061035156,39.650001525878906,38.81999969482422,39.650001525878906,38.42076110839844,515800
2010-02-17,39.90999984741211,40.29999923706055,39.189998626708984,40.220001220703125,38.97309494018555,731200
